,Lemmatized Verb,Frequency,Synset,Status
1832,place,14,"['post' 'pose' 'order' 'come_in' 'position' 'target' 'localise' 'direct'
 'place' 'rate' 'grade' 'invest' 'station' 'range' 'put' 'locate' 'point'
 'come_out' 'rank' 'send' 'lay' 'aim' 'localize' 'site' 'set' 'commit'
 'identify']",valid
1833,plague,1,"['molest' 'chivy' 'blight' 'hassle' 'harry' 'beset' 'chevvy' 'plague'
 'provoke' 'chivvy' 'chevy' 'harass']",valid
1834,plan,76,['contrive' 'be_after' 'design' 'plan' 'project'],valid
1835,plasma,1,,invalid
1836,plasmaÃÂÂbased,1,,invalid
1837,plate,1,['plate'],valid
1838,plateaued,4,,invalid
1839,plateauing,2,,invalid
1840,platelets,1,,invalid
1841,play,122,"['make_for' 'work' 'bet' 'toy' 'act' 'act_as' 'spiel' 'wager' 'play'
 'wreak' 'fiddle' 'encounter' 'bring' 'recreate' 'dally' 'represent'
 'playact' 'roleplay' 'meet' 'flirt' 'trifle' 'diddle' 'take_on' 'run']",valid
1842,plot,6,['plot' 'diagram' 'plat'],valid
1843,plwha,2,,invalid
1844,pnab,2,,invalid
1845,pneumoniaÃÂÂassociated,1,,invalid
1846,point,9,"['repoint' 'indicate' 'guide' 'charge' 'taper' 'target' 'direct' 'place'
 'designate' 'maneuver' 'head' 'steer' 'bespeak' 'show' 'manoeuver'
 'point' 'channelize' 'orient' 'manoeuvre' 'level' 'betoken' 'signal'
 'channelise' 'aim' 'luff' 'sharpen']",valid
1847,poise,1,['brace' 'balance' 'poise'],valid
1848,polarize,2,['polarise' 'polarize'],valid
1849,polypeptides,1,,invalid
1850,polyunsaturated,1,,invalid
1851,pool,191,['pool'],valid
1852,populate,2,['inhabit' 'dwell' 'populate' 'live'],valid
1853,populationÃÂÂbased,4,,invalid
1854,portend,2,"['betoken' 'augur' 'auspicate' 'forecast' 'predict' 'omen' 'foretell'
 'prefigure' 'bode' 'portend' 'foreshadow' 'prognosticate' 'presage']",valid
1855,portray,1,['depict' 'impersonate' 'portray' 'present' 'limn'],valid
1856,pose,55,"['posture' 'pose' 'perplex' 'dumbfound' 'position' 'beat' 'personate'
 'vex' 'place' 'impersonate' 'gravel' 'stupefy' 'mystify' 'put' 'nonplus'
 'amaze' 'bewilder' 'baffle' 'model' 'stick' 'lay' 'puzzle' 'present'
 'flummox' 'sit' 'set' 'get']",valid
1857,positiveindeterminate,1,,invalid
1858,possess,13,['possess' 'own' 'have'],valid
1859,possibility,2,,invalid
1860,possible,4,,invalid
1861,post,15,['post' 'stake' 'put_up' 'carry' 'station' 'send' 'brand' 'mail' 'place'],valid
1862,postmarketing,5,,invalid
1863,postonset,7,,invalid
1864,postpone,17,"['shelve' 'put_over' 'remit' 'prorogue' 'defer' 'put_off' 'table'
 'postpone' 'set_back' 'hold_over']",valid
1865,postulate,5,"['contend' 'call_for' 'postulate' 'need' 'necessitate' 'involve' 'ask'
 'posit' 'require' 'take' 'demand']",valid
1866,potent,1,,invalid
1867,potential,1,,invalid
1868,potentials,1,,invalid
1869,potentiate,2,['potentiate'],valid
1870,power,4,['power'],valid
1871,powerful,1,,invalid
1872,ppb,1,,invalid
1873,ppv90,1,,invalid
1874,practice,9,"['use' 'exercise' 'rehearse' 'apply' 'practise' 'do' 'drill' 'practice'
 'commit']",valid
1875,practise,1,['exercise' 'rehearse' 'practise' 'do' 'drill' 'practice'],valid
1876,prbc,3,,invalid
1877,pre,87,,invalid
1878,precede,44,"['forego' 'premise' 'predate' 'preface' 'forgo' 'precede' 'antedate'
 'come_before' 'lead' 'introduce' 'antecede']",valid
1879,precharacterized,1,,invalid
1880,precipitate,5,['precipitate' 'fall' 'come_down'],valid
1881,preclude,4,"['forbid' 'close_out' 'foreclose' 'rule_out' 'preclude' 'prevent'
 'forestall']",valid
1882,precondition,1,['precondition'],valid
1883,predate,1,"['forego' 'raven' 'foredate' 'predate' 'prey' 'forgo' 'precede' 'antedate'
 'antecede']",valid
1884,predefined,8,,invalid
1885,predetermine,2,['predetermine' 'bias'],valid
1886,predicate,1,['proclaim' 'predicate' 'connote'],valid
1887,predict,286,"['betoken' 'anticipate' 'promise' 'augur' 'auspicate' 'forecast' 'call'
 'omen' 'foretell' 'prefigure' 'bode' 'forebode' 'portend' 'predict'
 'foreshadow' 'prognosticate' 'presage']",valid
1888,predictor,1,,invalid
1889,predispose,40,['predispose'],valid
1890,predominant,1,,invalid
1891,predominate,21,['loom' 'predominate' 'prevail' 'hulk' 'tower' 'rule' 'reign' 'dominate'],valid
1892,preexist,41,['preexist'],valid
1893,prefabricate,1,['prefabricate' 'preassemble'],valid
1894,prefer,18,['opt' 'prefer' 'choose' 'favour' 'favor'],valid
1895,preferable,2,,invalid
1896,prefilled,11,,invalid
1897,pregnantlactating,1,,invalid
1898,premise,1,['premise' 'premiss' 'preface' 'precede' 'introduce'],valid
1899,prepare,37,"['develop' 'set_up' 'fix' 'educate' 'cook' 'machinate' 'groom' 'train'
 'devise' 'organise' 'get_up' 'set' 'organize' 'prepare' 'make' 'gear_up'
 'ready']",valid
1900,preprinted,1,,invalid
1901,pres,1,,invalid
1902,presage,1,"['betoken' 'augur' 'auspicate' 'forecast' 'predict' 'omen' 'foretell'
 'prefigure' 'bode' 'portend' 'foreshadow' 'prognosticate' 'presage']",valid
1903,prescribe,24,['prescribe' 'dictate' 'order'],valid
1904,preselected,2,,invalid
1905,present,568,"['submit' 'pose' 'acquaint' 'salute' 'face' 'demonstrate' 'demo' 'portray'
 'represent' 'deliver' 'show' 'give' 'confront' 'lay_out' 'award'
 'exhibit' 'introduce' 'stage' 'gift' 'present']",valid
1906,preserve,41,"['keep' 'maintain' 'bear_on' 'save' 'carry_on' 'keep_up' 'conserve'
 'continue' 'uphold' 'preserve']",valid
1907,prespecified,9,,invalid
1908,press,9,"['push' 'weigh' 'adjure' 'urge_on' 'conjure' 'squeeze' 'weight-lift'
 'beseech' 'exhort' 'entreat' 'agitate' 'bid' 'press' 'crusade' 'fight'
 'campaign' 'press_out' 'urge' 'compress' 'contract' 'iron_out'
 'constrict' 'iron' 'compact' 'weightlift']",valid
1909,presume,20,['take_for_granted' 'dare' 'assume' 'make_bold' 'presume'],valid
1910,pretested,2,,invalid
1911,pretrained,1,,invalid
1912,pretreated,3,,invalid
1913,prevail,8,"['persist' 'predominate' 'prevail' 'endure' 'rule' 'obtain' 'reign' 'hold'
 'dominate' 'triumph' 'die_hard' 'run']",valid
1914,prevent,574,['keep' 'forbid' 'foreclose' 'preclude' 'prevent' 'forestall'],valid
1915,prevention,1,,invalid
1916,preventrelieve,1,,invalid
1917,preview,1,['preview'],valid
1918,preweaning,1,,invalid
1919,preÃÂÂexisting,7,,invalid
1920,preÃÂÂscreening,1,,invalid
1921,prim,145,['prim' 'prim_out' 'prim_up'],valid
1922,prime,1,['prime' 'undercoat' 'ground'],valid
1923,primedboosted,1,,invalid
1924,primis,1,,invalid
1925,print,13,['print' 'publish' 'impress'],valid
1926,prioritise,40,['prioritize' 'prioritise'],valid
1927,prioritize,143,['prioritize' 'prioritise'],valid
1928,prnt,33,,invalid
1929,probe,7,['examine' 'probe' 'dig_into' 'poke_into'],valid
1930,proceed,13,"['keep' 'carry_on' 'move' 'continue' 'go_on' 'go' 'go_forward' 'go_along'
 'proceed']",valid
1931,process,12,"['serve' 'work_on' 'work' 'march' 'process' 'treat' 'swear_out' 'action'
 'litigate' 'sue']",valid
1932,procure,1,['pander' 'procure' 'secure' 'pimp'],valid
1933,produce,332,"['farm' 'develop' 'raise' 'give_rise' 'get' 'bring_forth' 'acquire' 'grow'
 'bring_about' 'bring_on' 'create' 'produce' 'bring_out' 'make']",valid
1934,proffer,1,['offer' 'proffer'],valid
1935,profile,42,['profile'],valid
1936,profound,2,,invalid
1937,progeny,2,,invalid
1938,program,2,['program' 'programme'],valid
1939,progress,43,"['build' 'come_along' 'march_on' 'progress' 'advance' 'move_on' 'shape_up'
 'get_along' 'go_on' 'build_up' 'pass_on' 'work_up' 'get_on' 'come_on']",valid
1940,progressiva,1,,invalid
1941,project,8,"['send_off' 'contrive' 'fancy' 'jut' 'propose' 'jut_out' 'design' 'cast'
 'plan' 'picture' 'project' 'externalise' 'visualise' 'externalize'
 'visualize' 'throw' 'envision' 'see' 'figure' 'protrude' 'image'
 'stick_out']",valid
1942,proliferate,9,['proliferate'],valid
1943,prolong,73,['keep_up' 'prolong' 'draw_out' 'sustain' 'protract' 'extend'],valid
1944,promastigotes,1,,invalid
1945,promise,86,"['anticipate' 'promise' 'call' 'foretell' 'forebode' 'predict'
 'prognosticate' 'assure']",valid
1946,promote,108,"['boost' 'encourage' 'raise' 'push' 'advance' 'advertize' 'further'
 'elevate' 'kick_upstairs' 'upgrade' 'advertise' 'promote']",valid
1947,prompt,29,"['remind' 'prompt' 'incite' 'move' 'propel' 'cue' 'inspire' 'instigate'
 'motivate' 'actuate']",valid
1948,prone,1,,invalid
1949,pronounce,31,"['label' 'judge' 'articulate' 'sound_out' 'say' 'pronounce' 'enunciate'
 'enounce']",valid
1950,propagate,8,"['circulate' 'circularise' 'propagate' 'spread' 'broadcast' 'disseminate'
 'disperse' 'pass_around' 'circularize' 'distribute' 'diffuse']",valid
1951,propel,1,['prompt' 'incite' 'move' 'impel' 'propel' 'motivate' 'actuate'],valid
1952,proportionate,2,,invalid
1953,propose,102,"['suggest' 'nominate' 'aim' 'purport' 'pop_the_question' 'offer'
 'declare_oneself' 'advise' 'purpose' 'project' 'propose']",valid
1954,protean,2,,invalid
1955,protect,423,['protect'],valid
1956,protective,10,,invalid
1957,proteintoxoid,1,,invalid
1958,protract,3,['prolong' 'extend' 'protract' 'draw_out'],valid
1959,protrude,2,"['pop_out' 'jut_out' 'bulge' 'pop' 'bulge_out' 'protrude' 'bug_out'
 'come_out' 'pouch' 'start' 'project' 'jut' 'stick_out']",valid
1960,prove,152,"['rise' 'establish' 'show' 'evidence' 'raise' 'try' 'leaven' 'examine'
 'try_out' 'turn_up' 'testify' 'test' 'essay' 'prove' 'shew'
 'bear_witness' 'demonstrate' 'turn_out']",valid
1961,provide,1120,"['provide' 'bring_home_the_bacon' 'ply' 'cater' 'allow' 'allow_for'
 'render' 'put_up' 'supply' 'offer' 'furnish' 'leave']",valid
1962,provoke,16,"['chivy' 'kindle' 'chivvy' 'chevy' 'elicit' 'molest' 'evoke' 'kick_up'
 'stimulate' 'chevvy' 'beset' 'plague' 'provoke' 'harass' 'raise' 'hassle'
 'enkindle' 'arouse' 'call_forth' 'harry' 'fire']",valid
1963,prr,1,,invalid
1964,prr136,1,,invalid
1965,prudent,1,,invalid
1966,ps,5,,invalid
1967,pseudonymised,2,,invalid
1968,pseudotyped,51,,invalid
1969,psycinfo,1,,invalid
1970,pts,216,,invalid
1971,ptxa,2,,invalid
1972,publish,269,['print' 'put_out' 'release' 'issue' 'bring_out' 'write' 'publish'],valid
1973,pubmed,5,,invalid
1974,pulse,7,['pulse' 'pulsate' 'throb'],valid
1975,pump,1,['pump'],valid
1976,purchase,6,['purchase' 'buy'],valid
1977,purify,22,['make_pure' 'sublimate' 'distill' 'purge' 'sanctify' 'purify'],valid
1978,purport,2,['purport' 'purpose' 'aim' 'propose'],valid
1979,pursue,7,"['engage' 'follow' 'go_after' 'prosecute' 'pursue' 'quest_after'
 'follow_up_on' 'act_on' 'quest_for']",valid
1980,push,2,"['drive' 'agitate' 'bear_on' 'push' 'labour' 'crowd' 'press' 'advertize'
 'crusade' 'tug' 'fight' 'campaign' 'labor' 'advertise' 'force' 'promote']",valid
1981,put,34,"['set_up' 'frame' 'redact' 'put' 'lay' 'couch' 'assign' 'pose' 'arrange'
 'order' 'cast' 'position' 'set' 'invest' 'commit' 'place']",valid
1982,puzzle,1,"['nonplus' 'amaze' 'puzzle' 'stick' 'pose' 'perplex' 'gravel' 'bewilder'
 'flummox' 'dumbfound' 'stupefy' 'beat' 'mystify' 'baffle' 'get' 'vex']",valid
1983,pvscs,3,,invalid
1984,pwoh,2,,invalid
1985,pyroglutamateÃÂÂmodified,1,,invalid
1986,qiareach,2,,invalid
1987,qsat,4,,invalid
1988,qtc,2,,invalid
1989,quadruple,1,['quadruple'],valid
1990,qualify,9,"['characterize' 'dispose' 'specify' 'modify' 'qualify' 'characterise'
 'restrict' 'stipulate' 'measure_up' 'condition']",valid
1991,quantify,96,['quantify' 'measure'],valid
1992,quantitate,1,,invalid
1993,quantitated,2,,invalid
1994,quantitates,1,,invalid
1995,quantize,1,['quantize' 'quantise'],valid
1996,quarantine,9,['quarantine'],valid
1997,query,11,['query' 'question'],valid
1998,question,10,"['interview' 'question' 'call_into_question' 'query' 'interrogate'
 'oppugn' 'wonder']",valid
1999,questionnaire,1,,invalid
2000,quit,1,"['give_up' 'throw_in_the_towel' 'step_down' 'depart' 'stop' 'quit'
 'relinquish' 'take_leave' 'foreswear' 'resign' 'lay_off'
 'fall_by_the_wayside' 'throw_in' 'drop_by_the_wayside'
 'chuck_up_the_sponge' 'discontinue' 'renounce' 'cease' 'leave_office'
 'drop_out']",valid
2001,r027,1,,invalid
2002,r040,1,,invalid
2003,rad18,1,,invalid
2004,radiobinding,1,,invalid
2005,radiographs,4,,invalid
2006,rag,6,"['bawl_out' 'twit' 'bother' 'berate' 'nark' 'tease' 'devil' 'scold' 'vex'
 'taunt' 'ride' 'chew_up' 'irritate' 'bait' 'lambaste' 'gravel' 'rile'
 'lecture' 'call_down' 'remonstrate' 'torment' 'frustrate'
 'call_on_the_carpet' 'razz' 'nettle' 'get_at' 'annoy' 'chide' 'get_to'
 'dress_down' 'lambast' 'reproof' 'jaw' 'take_to_task' 'tantalize'
 'have_words' 'tantalise' 'trounce' 'bedevil' 'rebuke' 'cod' 'dun'
 'chew_out' 'rag' 'reprimand' 'chafe' 'crucify' 'rally']",valid
2007,rai,1,,invalid
2008,rainbow,1,,invalid
2009,raise,239,"['invoke' 'kindle' 'prove' 'nurture' 'conjure' 'elicit' 'promote' 'evoke'
 'call_down' 'kick_upstairs' 'provoke' 'upgrade' 'levy' 'set_up' 'raise'
 'stir' 'lift' 'heighten' 'advance' 'rear' 'get_up' 'enkindle' 'produce'
 'conjure_up' 'bring_up' 'enhance' 'farm' 'put_forward' 'leaven' 'erect'
 'arouse' 'call_forth' 'grow' 'elevate' 'resurrect' 'put_up' 'parent'
 'fire' 'upraise' 'recruit']",valid
2010,randomise,101,['randomise' 'randomize'],valid
2011,randomize,262,['randomise' 'randomize'],valid
2012,range,379,"['ramble' 'order' 'straddle' 'place' 'wander' 'cast' 'roll' 'rate' 'grade'
 'set_out' 'browse' 'range' 'graze' 'lay_out' 'pasture' 'rank' 'run'
 'tramp' 'drift' 'rove' 'crop' 'roam' 'array' 'swan' 'vagabond' 'stray']",valid
2013,rank,7,['order' 'rate' 'outrank' 'grade' 'rank' 'range' 'place'],valid
2014,rankl,1,,invalid
2015,rare,1,,invalid
2016,rarer,1,,invalid
2017,rashes,1,,invalid
2018,rat,9,"['stag' 'snitch' 'fink' 'grass' 'shop' 'shit' 'scab' 'denounce' 'betray'
 'rat' 'tell_on' 'blackleg' 'give_away']",valid
2019,rate,1,['order' 'rate' 'value' 'grade' 'rank' 'range' 'place'],valid
2020,ratg13,1,,invalid
2021,ration,1,['ration' 'ration_out'],valid
2022,rbcs,2,,invalid
2023,rbd,261,,invalid
2024,rbdÃÂÂbinding,1,,invalid
2025,rcp,2,,invalid
2026,rcts,8,,invalid
2027,rds,3,,invalid
2028,re,17,,invalid
2029,re-,2,,invalid
2030,reach,250,"['hand' 'get_hold_of' 'achieve' 'accomplish' 'pass' 'reach' 'extend_to'
 'strive' 'contact' 'give' 'get_to' 'progress_to' 'get_through' 'gain'
 'reach_out' 'make' 'arrive_at' 'hit' 'attain' 'touch' 'strain'
 'turn_over' 'pass_on']",valid
2031,react,21,['oppose' 'react' 'respond'],valid
2032,reactionÃÂÂconfirmed,2,,invalid
2033,reactivate,4,['reactivate'],valid
2034,read,12,"['show' 'record' 'read' 'learn' 'translate' 'say' 'scan' 'register' 'take'
 'study' 'interpret' 'understand']",valid
2035,readministered,1,,invalid
2036,readmitted,3,,invalid
2037,reaffirm,3,['reaffirm'],valid
2038,realise,1,"['substantiate' 'earn' 'see' 'understand' 'realise' 'recognise'
 'actualize' 'pull_in' 'agnize' 'take_in' 'gain' 'bring_in' 'recognize'
 'realize' 'clear' 'agnise' 'make' 'actualise']",valid
2039,reality,1,,invalid
2040,realize,7,"['substantiate' 'earn' 'see' 'recognise' 'realise' 'actualize' 'make'
 'agnize' 'pull_in' 'take_in' 'gain' 'bring_in' 'clear' 'realize'
 'recognize' 'agnise' 'understand' 'actualise']",valid
2041,reappear,2,['reappear' 're-emerge'],valid
2042,rear,7,"['rise' 'raise' 'set_up' 'erect' 'lift' 'rear' 'put_up' 'nurture' 'parent'
 'bring_up' 'rise_up']",valid
2043,reason,1,['argue' 'reason_out' 'conclude' 'reason'],valid
2044,reassess,3,['reassess' 'reevaluate'],valid
2045,reassure,14,['reassure' 'assure'],valid
2046,rebec,2,,invalid
2047,rebecca,1,,invalid
2048,rec,4,,invalid
2049,recall,35,"['withdraw' 'echo' 'call_in' 'return' 'call_back' 'come_back' 'think'
 'call_up' 'recollect' 'hark_back' 'remember' 'recall' 'retrieve']",valid
2050,recapitulate,8,['reprize' 'recapitulate' 'repeat' 'recap' 'reprise'],valid
2051,receipt,4,['acknowledge' 'receipt'],valid
2052,receive,3262,"['have' 'incur' 'invite' 'pick_up' 'meet' 'take_in' 'receive' 'encounter'
 'obtain' 'experience' 'welcome' 'find' 'get']",valid
2053,receptorÃÂÂbinding,14,,invalid
2054,receptorÃÂÂmodified,1,,invalid
2055,rechallenged,2,,invalid
2056,rechecking,3,,invalid
2057,recognise,10,"['spot' 'accredit' 'discern' 'pick_out' 'greet' 'acknowledge' 'recognise'
 'distinguish' 'realise' 'agnize' 'make_out' 'tell_apart' 'realize'
 'recognize' 'agnise' 'know']",valid
2058,recognize,101,"['spot' 'discern' 'accredit' 'acknowledge' 'pick_out' 'greet' 'recognise'
 'realise' 'distinguish' 'agnize' 'make_out' 'tell_apart' 'realize'
 'recognize' 'agnise' 'know']",valid
2059,recombine,1,['recombine'],valid
2060,recommend,361,['advocate' 'commend' 'recommend' 'urge'],valid
2061,recommendation,1,,invalid
2062,reconcile,1,"['make_up' 'settle' 'submit' 'harmonize' 'resign' 'reconcile' 'harmonise'
 'patch_up' 'accommodate' 'conciliate']",valid
2063,reconsider,1,['reconsider'],valid
2064,reconstitute,2,['restructure' 'reconstitute'],valid
2065,record,205,"['record' 'enter' 'show' 'tape' 'read' 'immortalise' 'put_down'
 'commemorate' 'memorialise' 'register' 'immortalize' 'memorialize']",valid
2066,recover,482,"['recuperate' 'retrieve' 'convalesce' 'reclaim' 'go_back' 'recoup'
 'regain' 'find' 'recover']",valid
2067,recoveredresolved,1,,invalid
2068,recoveredsingle,1,,invalid
2069,recreased,1,,invalid
2070,recruit,190,['raise' 'enter' 'enrol' 'inscribe' 'enroll' 'levy' 'recruit'],valid
2071,recur,8,['repeat' 'fall_back' 'go_back' 'recur' 'resort'],valid
2072,redefine,3,['redefine'],valid
2073,redeploy,2,['redeploy'],valid
2074,redesign,1,['redesign'],valid
2075,redetected,1,,invalid
2076,redevelop,1,['redevelop' 'reformulate'],valid
2077,redirect,6,['redirect' 'airt'],valid
2078,redistribute,1,['redistribute'],valid
2079,redo,1,['remake' 'reconstruct' 'refashion' 'redo' 'make_over' 'remodel'],valid
2080,redouble,2,['redouble'],valid
2081,reduce,1292,"['cut_down' 'deoxidise' 'quash' 'deoxidize' 'repress' 'slim' 'thin'
 'lose_weight' 'subjugate' 'keep_down' 'abridge' 'trim_down' 'shrink'
 'come_down' 'scale_down' 'slim_down' 'abbreviate' 'boil_down'
 'slenderize' 'melt_off' 'cut_back' 'trim' 'contract' 'shorten'
 'bring_down' 'tighten' 'subdue' 'thin_out' 'cut' 'foreshorten' 'decoct'
 'trim_back' 'concentrate' 'reduce' 'dilute']",valid
2082,reevaluate,2,['reassess' 'reevaluate'],valid
2083,refer,109,"['have-to_doe_with' 'bear_on' 'touch' 'touch_on' 'name' 'advert' 'cite'
 'concern' 'consult' 'denote' 'mention' 'come_to' 'look_up' 'bring_up'
 'refer' 'pertain' 'relate']",valid
2084,reference,2,['cite' 'reference'],valid
2085,refine,2,"['polish' 'refine' 'rectify' 'elaborate' 'fine-tune' 'rarify' 'down'
 'complicate']",valid
2086,reflect,97,"['chew_over' 'meditate' 'speculate' 'shine' 'contemplate' 'muse' 'mull'
 'ruminate' 'think_over' 'reflect' 'reverberate' 'ponder' 'mull_over'
 'excogitate']",valid
2087,reform,1,"['regenerate' 'reform' 'reclaim' 'straighten_out' 'rectify'
 'see_the_light']",valid
2088,refuse,12,"['resist' 'reject' 'deny' 'turn_away' 'decline' 'defy' 'refuse' 'pass_up'
 'turn_down']",valid
2089,regain,3,['find' 'recover' 'regain' 'retrieve'],valid
2090,regard,442,['involve' 'see' 'regard' 'view' 'reckon' 'consider' 'affect'],valid
2091,regimens,57,,invalid
2092,regimensfunding,1,,invalid
2093,regionalized,1,,invalid
2094,register,198,['show' 'record' 'read' 'cross-file' 'register' 'file'],valid
2095,regress,2,"['retrogress' 'recidivate' 'return' 'retrovert' 'retrograde' 'regress'
 'turn_back' 'fall_back' 'revert' 'lapse' 'relapse']",valid
2096,regularize,1,['order' 'regularise' 'govern' 'regularize' 'regulate'],valid
2097,regulate,21,"['determine' 'influence' 'shape' 'mold' 'order' 'modulate' 'regularise'
 'baffle' 'govern' 'regularize' 'regulate']",valid
2098,reichsten,1,,invalid
2099,reignite,1,['reignite'],valid
2100,reimburse,2,['recoup' 'reimburse'],valid
2101,reinfected,10,,invalid
2102,reinforce,20,['reward' 'reenforce' 'reinforce'],valid
2103,reinterviewed,1,,invalid
2104,reiterate,3,['reiterate' 'iterate' 'repeat' 'retell' 'ingeminate' 'restate'],valid
2105,reject,8,"['winnow_out' 'disapprove' 'freeze_off' 'reject' 'spurn' 'resist'
 'turn_away' 'decline' 'rule_out' 'eliminate' 'refuse' 'pass_up' 'scorn'
 'pooh-pooh' 'disdain' 'turn_down']",valid
2106,rejuvenate,1,['regenerate' 'restore' 'rejuvenate'],valid
2107,relapse,37,"['retrogress' 'recidivate' 'regress' 'fall_back' 'get_worse' 'lapse'
 'relapse']",valid
2108,relate,1044,"['have-to_doe_with' 'bear_on' 'refer' 'colligate' 'touch' 'touch_on'
 'concern' 'link_up' 'come_to' 'associate' 'tie_in' 'link' 'relate'
 'connect' 'pertain' 'interrelate']",valid
2109,relax,5,"['make_relaxed' 'slow_down' 'loosen' 'unbend' 'slack_up' 'slack'
 'decompress' 'slacken' 'relax' 'unstrain' 'unwind' 'loosen_up' 'loose'
 'unlax']",valid
2110,release,21,"['give_up' 'let_go' 'liberate' 'turn' 'discharge' 'publish' 'relinquish'
 'unloosen' 'resign' 'unblock' 'put_out' 'release' 'bring_out' 'loose'
 'free' 'secrete' 'expel' 'unfreeze' 'eject' 'let_go_of' 'issue' 'exhaust'
 'unloose']",valid
2111,relegate,1,"['demote' 'break' 'banish' 'relegate' 'bump' 'submit' 'bar'
 'kick_downstairs' 'classify' 'pass_on']",valid
